,sku_id,primary_category_code,primary_category_name_en,primary_category_name_chi,cat_codes,cat_names_en,cat_names_chi,name_en,name_chi,brand_name_en,brand_name_chi,summary_en,summary_chi,description_en,description_chi,image_urls,creation_time,store_code,original_price,discount_price,stock_available,out_of_stock_since,max_order_quantity,total_shipped_quantity,manu_country_en,manu_country_chi,height,length,width,dimension_unit,weight,weight_unit,colors,storage_type,packing_spec_en,packing_spec_chi,packing_box_type,delivery_mode,pickup_days,num_days_to_be_ready,online_date,offline_date,loyalty_point,shelf_life,warranty_period,warranty_period_unit,warranty_supplier_en,warranty_supplier_chi,virtual_store_code,virtual_store_name_en,virtual_store_name_chi,primary_store
0,H6842001_S_010181040764,,,,,,,Tummy Butter for Pregnancy Stretch Marks 125g (Parallel Import),妊娠紋修復按摩膏125g (平行進口貨),PALMER'S,PALMER'S,"<p>Designed for pregnant women and weight-loss groups, the new unique formula is the only combination of natural cocoa oil, vitamin E, collagen, elastin and mahogany fruit oil made of highly effective delineating care products, product unique blend synthes can increase skin elasticity, so that the skin long-term soft, smooth and elastic, to prevent collagen and elastic fiber tearing.<br/></p>","<p><span style=""font-size: 15px;float: none;"">專為懷孕婦女和減肥人群設計，全新獨特配方，是唯一結合天然可哥油、維他命E、膠原蛋白、彈性蛋白及乳木果油而成的高效除紋護理產品，產品獨特的混合成份能增加皮膚的彈性，使皮膚長期保持柔潤、嫩滑及富有彈性，阻止膠原蛋白和彈力蛋白纖維撕裂，從而有效預防和淡化因懷孕及減肥體重驟然變化而產生的肚紋、妊娠紋和色素沉著。經美國婦產科165年臨床驗證，安全有效，使用率達96.32%。 本產品是針對腹部妊娠紋的按摩霜，適合懷孕期間和產後的婦女使用。由於懷孕期間體重的迅速增加，人體皮膚的自然膠原蛋白和彈力蛋白纖維被撕裂，這樣產生了妊娠紋。這種獨特的非油脂防妊娠紋霜可以幫助淡化妊娠紋、肥胖紋、防止肌膚乾燥、防止皺紋形成、淡化體重變輕時的橫紋並緊實肌膚。長期使用可哥脂的懷孕女性可以減輕和阻止妊娠紋的產生。</span><br/></p>","<p>Product:<br/>Tummy Butter for Pregnancy Stretch Marks 125g (Parallel Import)</p><p><br/>Product Features:<br/>1. Lubricate the skin to help it maintain the skin's natural elasticity and moisturization.<br/>2, non-oily skin cream soothes the skin due to pregnancy caused by dry, smooth due to weight loss caused by the strain traces.<br/>3. Clinically proven moisturizing, soft and increasing skin elasticity, which can prevent and reduce stretch marks.<br/>4, in the professional maternal and child care industry in a leading position.<br/><br/>Suggested Usage:<br/>After the 3rd month of pregnancy to 6 months after the birth continued to use, morning and evening once, applied to the abdomen, chest, arms, buttocks, thighs and other areas prone to stretch marks, gently massaged to full absorption.<br/><br/>The right people:<br/>Adult<br/><br/>Capacity per piece:<br/>125g<br/><br/>Origin:<br/>United States<br/><br/>Expiration period:<br/>Valid period see packaging<br/>(The information is based on the physical nature of the product)<br/></p>","<p>【產品】：</p><p></p><p>妊娠紋修復按摩膏125g (平行進口貨)</p><div><br/><p>【產品特點】：</p><p></p><span style=""font-size: 15px;float: none;"">1、潤滑肌膚以幫助其保持皮膚的天然彈性和滋潤。</span><br style=""font-size: 15px;""/><span style=""font-size: 15px;float: none;"">2、非油脂性護膚霜舒緩皮膚因懷孕而引起的乾燥，平滑由於體重減輕而引起的拉傷痕跡。</span><br style=""font-size: 15px;""/><span style=""font-size: 15px;float: none;"">3、臨床證明其滋潤、柔和和增加皮膚的彈性，這樣可以阻止和減少妊娠紋。</span><br style=""font-size: 15px;""/><span style=""font-size: 15px;float: none;"">4、在專業婦幼護理行業中處於領先地位。</span><br style=""font-size: 15px;""/><br/><p></p><p></p><p>【建議用法】：</p><p></p><span style=""font-size: 15px;float: none;"">懷孕第3個月後至產後6個月持續使用，早晚一次，塗於腹部、胸部、手臂、臀部、大腿等容易產生妊娠紋的部位，輕輕按摩至完全吸收。</span><br style=""font-size: 15px;""/><br/><p>【適用人群】：</p><p>成人</p><p></p><p><br/></p><p></p><p></p><p>【每件容量】：</p><p>125g</p><p></p><p><br/></p><p></p><p></p><p>【原產地】：</p><p><span style=""font-size: 15px;float: none;"">美國<!--EndFragment--><br/><br/></span></p><p></p><p>【有效期】：</p><p>有效期見外包裝</p><p>(資料一概以產品實物為準)</p></div>",https://images.hktv-img.com/images/HKTV/20969/010181040764_main_43002363_20200606161125_01_1200.jpg,2020-06-06T16:11:30+08:00,H6842001,256.0,243.0000128,5,,,,United States of America,美國,30.0,60.0,50.0,mm,125.0,g,,,,,,hktv-standard-delivery,1/2/3/4/5/6,0,,2021-01-10T00:00:00+08:00,0.0,0.0,,,,,,,,H6842001
